File_Path,Line_Number,Found_in_Function,Function_Definition_Line_Number,Assert_Statement_Type,Oracle_Argument_ Position,Differential_Function_Line_Number,Differential_Test_Function,Evaluation
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,1,6889,model,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,1,6899,model,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,1,6911,model,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,1,6937,model,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,1,6950,model,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,1,6966,model,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,1,6980,model,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,1,6996,model,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,1,7015,model,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,1,7043,model,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,1,7062,model,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,1,7090,model,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,1,7114,model,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,1,7123,model,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,1,7134,model,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,1,7159,model,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,2,6890,to,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,2,6900,to,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,2,6912,to,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,2,6938,to,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,2,6952,to,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,2,6968,to,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,2,6982,to,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,2,6999,to,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,2,7016,to,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,2,7044,to,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,2,7063,to,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,2,7091,to,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,2,7115,to,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,2,7124,to,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,2,7135,to,TODO
test\test_nn.py,7168,test_transformerdecoder,6846,assert_allclose,2,7160,to,TODO
test\test_nn.py,8003,test_RNN_dropout,7970,assertLess,1,7996,,TODO
test\test_nn.py,8005,test_RNN_dropout,7970,assertLess,1,8005,UNSUPPORTED Name (named variable or defined function: min),TODO
test\test_nn.py,8897,test_cosine_similarity,8871,assertLessEqual,1,8896,F.cosine_similarity,TODO
test\test_nn.py,10716,test_layer_norm_grads_with_create_graph_flag,10704,allclose,1,10713,,TODO
test\test_nn.py,10716,test_layer_norm_grads_with_create_graph_flag,10704,allclose,1,10722,,TODO
test\test_nn.py,10716,test_layer_norm_grads_with_create_graph_flag,10704,allclose,2,10714,,TODO
test\test_nn.py,10716,test_layer_norm_grads_with_create_graph_flag,10704,allclose,2,10723,,TODO
test\test_nn.py,10725,test_layer_norm_grads_with_create_graph_flag,10704,allclose,1,10713,,TODO
test\test_nn.py,10725,test_layer_norm_grads_with_create_graph_flag,10704,allclose,1,10722,,TODO
test\test_nn.py,10725,test_layer_norm_grads_with_create_graph_flag,10704,allclose,2,10714,,TODO
test\test_nn.py,10725,test_layer_norm_grads_with_create_graph_flag,10704,allclose,2,10723,,TODO
test\test_nn.py,11233,test_add_relu,11222,allclose,1,11231,torch._VF._add_relu,TODO
test\test_nn.py,11233,test_add_relu,11222,allclose,2,11230,torch.relu,TODO
test\test_nn.py,11644,_test_dropout,11636,assertLess,1,11644,UNSUPPORTED Name (named variable or defined function: abs),TODO
test\test_nn.py,11647,_test_dropout,11636,assertLess,1,11647,UNSUPPORTED Name (named variable or defined function: abs),TODO
test\test_nn.py,11653,_test_dropout,11636,assertLess,1,11653,UNSUPPORTED Name (named variable or defined function: abs),TODO
test\test_nn.py,11656,_test_dropout,11636,assertLess,1,11656,UNSUPPORTED Name (named variable or defined function: abs),TODO
test\test_nn.py,13212,test_avg_pool2d_nhwc,13188,allclose,1,13205,pool,TODO
test\test_nn.py,13212,test_avg_pool2d_nhwc,13188,allclose,2,13207,ref_pool,TODO
test\test_nn.py,13337,test_max_pool2d_nhwc,13316,allclose,1,13330,pool,TODO
test\test_nn.py,13337,test_max_pool2d_nhwc,13316,allclose,2,13332,ref_pool,TODO
test\test_nn.py,14099,_test_gumbel_softmax_straight_through,14075,assertLess,1,14096,UNSUPPORTED Binary Operation,TODO
test\test_nn.py,16109,test_softplus_low_threshold,16103,gradcheck,1,16105,double,TODO
test\test_nn.py,16109,test_softplus_low_threshold,16103,gradcheck,2,16106,torch.tensor,TODO
test\test_optim.py,95,_test_rosenbrock_sparse,39,assertLessEqual,2,56,params.data.dist,TODO
test\test_optim.py,127,_test_basic_cases_template,97,assertLess,1,127,UNSUPPORTED Name (named variable or defined function: fn),TODO
test\test_optim.py,127,_test_basic_cases_template,97,assertLess,2,118,item,TODO
test\test_optim.py,1807,test_cosine_then_cyclic,1786,assertLessEqual,1,1805,,TODO
test\test_optim.py,1807,test_cosine_then_cyclic,1786,assertLessEqual,2,1789,UNSUPPORTED Constant,TODO
test\test_sparse.py,857,test_add_sub_nnz,852,assertLessEqual,1,854,to_sparse,TODO
test\test_sparse.py,861,test_add_sub_nnz,852,assertLessEqual,1,854,to_sparse,TODO
test\test_spectral_ops.py,530,test_fftshift_frequencies,522,allclose,1,529,torch.fft.fftshift,TODO
test\test_static_runtime.py,192,test_mlp,177,assert_allclose,1,191,,TODO
test\test_static_runtime.py,192,test_mlp,177,assert_allclose,1,201,,TODO
test\test_static_runtime.py,192,test_mlp,177,assert_allclose,2,190,bot_l,TODO
test\test_static_runtime.py,192,test_mlp,177,assert_allclose,2,200,bot_l,TODO
test\test_static_runtime.py,195,test_mlp,177,assert_allclose,1,194,,TODO
test\test_static_runtime.py,195,test_mlp,177,assert_allclose,1,204,,TODO
test\test_static_runtime.py,195,test_mlp,177,assert_allclose,2,193,top_l,TODO
test\test_static_runtime.py,195,test_mlp,177,assert_allclose,2,203,top_l,TODO
test\test_static_runtime.py,202,test_mlp,177,assert_allclose,1,191,,TODO
test\test_static_runtime.py,202,test_mlp,177,assert_allclose,1,201,,TODO
test\test_static_runtime.py,202,test_mlp,177,assert_allclose,2,190,bot_l,TODO
test\test_static_runtime.py,202,test_mlp,177,assert_allclose,2,200,bot_l,TODO
test\test_static_runtime.py,205,test_mlp,177,assert_allclose,1,194,,TODO
test\test_static_runtime.py,205,test_mlp,177,assert_allclose,1,204,,TODO
test\test_static_runtime.py,205,test_mlp,177,assert_allclose,2,193,top_l,TODO
test\test_static_runtime.py,205,test_mlp,177,assert_allclose,2,203,top_l,TODO
test\test_static_runtime.py,213,test_trivial_graph,207,assert_allclose,1,210,tg,TODO
test\test_static_runtime.py,213,test_trivial_graph,207,assert_allclose,2,212,,TODO
test\test_static_runtime.py,221,test_leaky_relu,215,assert_allclose,1,218,tg,TODO
test\test_static_runtime.py,221,test_leaky_relu,215,assert_allclose,2,220,,TODO
test\test_static_runtime.py,231,test_fusion_trivial_graph,224,assert_allclose,1,227,tg,TODO
test\test_static_runtime.py,231,test_fusion_trivial_graph,224,assert_allclose,2,230,tg,TODO
test\test_static_runtime.py,268,test_fusion_loop,259,assert_allclose,1,264,lg,TODO
test\test_static_runtime.py,268,test_fusion_loop,259,assert_allclose,2,267,lg,TODO
test\test_tensorexpr.py,69,test_easy,58,assert_allclose,2,67,warmup_and_run_forward,TODO
test\test_tensorexpr.py,90,test_three_arg,71,assert_allclose,1,89,UNSUPPORTED Binary Operation,TODO
test\test_tensorexpr.py,90,test_three_arg,71,assert_allclose,2,87,warmup_and_run_forward,TODO
test\test_tensorexpr.py,120,test_four_arg,96,assert_allclose,1,117,warmup_and_run_forward,TODO
test\test_tensorexpr.py,120,test_four_arg,96,assert_allclose,2,119,run_addcmul,TODO
test\test_tensorexpr.py,147,test_three_arg2,122,assert_allclose,1,146,UNSUPPORTED Binary Operation,TODO
test\test_tensorexpr.py,147,test_three_arg2,122,assert_allclose,2,143,traced,TODO
test\test_tensorexpr.py,147,test_three_arg2,122,assert_allclose,2,144,warmup_and_run_forward,TODO
test\test_tensorexpr.py,175,test_broadcast3,149,assert_allclose,1,174,UNSUPPORTED Binary Operation,TODO
test\test_tensorexpr.py,175,test_broadcast3,149,assert_allclose,2,172,warmup_and_run_forward,TODO
test\test_tensorexpr.py,206,test_all_combos,181,assert_allclose,1,205,np_easy,TODO
test\test_tensorexpr.py,206,test_all_combos,181,assert_allclose,2,203,warmup_and_run_forward,TODO
test\test_tensorexpr.py,234,test_rank_two,208,assert_allclose,1,233,np_easy,TODO
test\test_tensorexpr.py,234,test_rank_two,208,assert_allclose,2,231,warmup_and_run_forward,TODO
test\test_tensorexpr.py,256,test_broadcast,236,assert_allclose,1,255,np_easy,TODO
test\test_tensorexpr.py,256,test_broadcast,236,assert_allclose,2,253,warmup_and_run_forward,TODO
test\test_tensorexpr.py,280,test_broadcast_2,258,assert_allclose,1,276,warmup_and_run_forward,TODO
test\test_tensorexpr.py,280,test_broadcast_2,258,assert_allclose,2,279,foo_np,TODO
test\test_tensorexpr.py,303,test_broadcast_big2,282,assert_allclose,1,300,warmup_and_run_forward,TODO
test\test_tensorexpr.py,303,test_broadcast_big2,282,assert_allclose,2,302,foo_np,TODO
test\test_tensorexpr.py,314,test_alpha,305,assert_allclose,2,313,traced,TODO
test\test_tensorexpr.py,328,test_constant,317,assert_allclose,2,326,warmup_and_run_forward,TODO
test\test_tensorexpr.py,345,test_add_sub,330,assert_allclose,2,343,warmup_and_run_forward,TODO
test\test_tensorexpr.py,361,test_promotion,347,assert_allclose,2,359,warmup_and_run_forward,TODO
test\test_tensorexpr.py,380,test_double,363,assert_allclose,2,378,warmup_and_run_forward,TODO
test\test_tensorexpr.py,400,test_short,382,assert_allclose,2,398,warmup_and_run_forward,TODO
test\test_tensorexpr.py,420,test_char,402,assert_allclose,2,418,warmup_and_run_forward,TODO
test\test_tensorexpr.py,440,test_int64_promotion,422,assert_allclose,2,438,warmup_and_run_forward,TODO
test\test_tensorexpr.py,452,test_eq,442,assert_allclose,2,450,warmup_and_run_forward,TODO
test\test_tensorexpr.py,464,test_ne,454,assert_allclose,2,462,warmup_and_run_forward,TODO
test\test_tensorexpr.py,478,test_ge,466,assert_allclose,2,476,warmup_and_run_forward,TODO
test\test_tensorexpr.py,490,test_gt,480,assert_allclose,2,488,warmup_and_run_forward,TODO
test\test_tensorexpr.py,504,test_le,492,assert_allclose,2,502,warmup_and_run_forward,TODO
test\test_tensorexpr.py,517,test_lt,506,assert_allclose,2,515,warmup_and_run_forward,TODO
test\test_tensorexpr.py,527,test_min_max,520,assert_allclose,1,528,UNSUPPORTED Name (named variable or defined function: warmup_and_run_forward),TODO
test\test_tensorexpr.py,539,test_min_max_reduction,533,assert_allclose,1,539,UNSUPPORTED Name (named variable or defined function: warmup_and_run_forward),TODO
test\test_tensorexpr.py,549,test_min_max_reduction2,543,assert_allclose,1,549,UNSUPPORTED Name (named variable or defined function: warmup_and_run_forward),TODO
test\test_tensorexpr.py,558,test_min_max_reduction_dim1,552,assert_allclose,1,558,UNSUPPORTED Name (named variable or defined function: warmup_and_run_forward),TODO
test\test_tensorexpr.py,580,test_clamp,572,assert_allclose,1,580,UNSUPPORTED Name (named variable or defined function: warmup_and_run_forward),TODO
test\test_tensorexpr.py,591,test_relu,583,assert_allclose,1,591,UNSUPPORTED Name (named variable or defined function: warmup_and_run_forward),TODO
test\test_tensorexpr.py,605,test_reps,594,assert_allclose,2,604,warmup_and_run_forward,TODO
test\test_tensorexpr.py,615,test_add_const_rhs,607,assert_allclose,2,613,warmup_and_run_forward,TODO
test\test_tensorexpr.py,627,test_int_output,617,assert_allclose,2,625,warmup_and_run_forward,TODO
test\test_tensorexpr.py,716,test_binary_ops,629,assert_allclose,1,713,warmup_and_run_forward,TODO
test\test_tensorexpr.py,716,test_binary_ops,629,assert_allclose,2,715,torch_fn,TODO
test\test_tensorexpr.py,903,test_unary_ops,718,assert_allclose,1,900,warmup_and_run_forward,TODO
test\test_tensorexpr.py,903,test_unary_ops,718,assert_allclose,2,902,torch_fn,TODO
test\test_tensorexpr.py,932,test_rand_like,917,assert_allclose,1,929,np.mean,TODO
test\test_tensorexpr.py,933,test_rand_like,917,assert_allclose,1,930,np.mean,TODO
test\test_tensorexpr.py,934,test_rand_like,917,assert_allclose,1,931,np.mean,TODO
test\test_tensorexpr.py,983,test_remainder,966,assert_allclose,1,980,warmup_and_run_forward,TODO
test\test_tensorexpr.py,983,test_remainder,966,assert_allclose,1,987,warmup_and_run_forward,TODO
test\test_tensorexpr.py,983,test_remainder,966,assert_allclose,1,994,warmup_and_run_forward,TODO
test\test_tensorexpr.py,983,test_remainder,966,assert_allclose,2,982,run_remainder,TODO
test\test_tensorexpr.py,983,test_remainder,966,assert_allclose,2,989,run_remainder,TODO
test\test_tensorexpr.py,983,test_remainder,966,assert_allclose,2,996,run_remainder,TODO
test\test_tensorexpr.py,990,test_remainder,966,assert_allclose,1,980,warmup_and_run_forward,TODO
test\test_tensorexpr.py,990,test_remainder,966,assert_allclose,1,987,warmup_and_run_forward,TODO
test\test_tensorexpr.py,990,test_remainder,966,assert_allclose,1,994,warmup_and_run_forward,TODO
test\test_tensorexpr.py,990,test_remainder,966,assert_allclose,2,982,run_remainder,TODO
test\test_tensorexpr.py,990,test_remainder,966,assert_allclose,2,989,run_remainder,TODO
test\test_tensorexpr.py,990,test_remainder,966,assert_allclose,2,996,run_remainder,TODO
test\test_tensorexpr.py,997,test_remainder,966,assert_allclose,1,980,warmup_and_run_forward,TODO
test\test_tensorexpr.py,997,test_remainder,966,assert_allclose,1,987,warmup_and_run_forward,TODO
test\test_tensorexpr.py,997,test_remainder,966,assert_allclose,1,994,warmup_and_run_forward,TODO
test\test_tensorexpr.py,997,test_remainder,966,assert_allclose,2,982,run_remainder,TODO
test\test_tensorexpr.py,997,test_remainder,966,assert_allclose,2,989,run_remainder,TODO
test\test_tensorexpr.py,997,test_remainder,966,assert_allclose,2,996,run_remainder,TODO
test\test_tensorexpr.py,1012,test_multioutput,999,assert_allclose,1,1001,UNSUPPORTED Binary Operation,TODO
test\test_tensorexpr.py,1012,test_multioutput,999,assert_allclose,2,1010,UNSUPPORTED Binary Operation,TODO
test\test_tensorexpr.py,1013,test_multioutput,999,assert_allclose,1,1002,UNSUPPORTED Binary Operation,TODO
test\test_tensorexpr.py,1013,test_multioutput,999,assert_allclose,2,1011,UNSUPPORTED Binary Operation,TODO
test\test_tensorexpr.py,1029,test_chunk,1015,assert_allclose,2,1024,warmup_and_run_forward,TODO
test\test_tensorexpr.py,1046,test_cat,1031,assert_allclose,1,1045,foo,TODO
test\test_tensorexpr.py,1046,test_cat,1031,assert_allclose,2,1043,warmup_and_run_forward,TODO
test\test_tensorexpr.py,1068,test_cat_only,1053,assert_allclose,1,1067,foo,TODO
test\test_tensorexpr.py,1068,test_cat_only,1053,assert_allclose,2,1065,warmup_and_run_forward,TODO
test\test_tensorexpr.py,1084,test_cat_negative_dim,1070,assert_allclose,1,1083,foo,TODO
test\test_tensorexpr.py,1084,test_cat_negative_dim,1070,assert_allclose,2,1081,warmup_and_run_forward,TODO
test\test_tensorexpr.py,1101,test_cat_promote_inputs,1086,assert_allclose,1,1100,foo,TODO
test\test_tensorexpr.py,1101,test_cat_promote_inputs,1086,assert_allclose,2,1098,warmup_and_run_forward,TODO
test\test_tensorexpr.py,1118,test_cat_empty_tensors,1103,assert_allclose,1,1117,foo,TODO
test\test_tensorexpr.py,1118,test_cat_empty_tensors,1103,assert_allclose,1,1125,foo,TODO
test\test_tensorexpr.py,1118,test_cat_empty_tensors,1103,assert_allclose,2,1115,warmup_and_run_forward,TODO
test\test_tensorexpr.py,1118,test_cat_empty_tensors,1103,assert_allclose,2,1123,warmup_and_run_forward,TODO
test\test_tensorexpr.py,1126,test_cat_empty_tensors,1103,assert_allclose,1,1117,foo,TODO
test\test_tensorexpr.py,1126,test_cat_empty_tensors,1103,assert_allclose,1,1125,foo,TODO
test\test_tensorexpr.py,1126,test_cat_empty_tensors,1103,assert_allclose,2,1115,warmup_and_run_forward,TODO
test\test_tensorexpr.py,1126,test_cat_empty_tensors,1103,assert_allclose,2,1123,warmup_and_run_forward,TODO
test\test_tensorexpr.py,1145,test_scalar,1128,assert_allclose,1,1143,test,TODO
test\test_tensorexpr.py,1180,test_slice,1165,assert_allclose,1,1178,,TODO
test\test_tensorexpr.py,1180,test_slice,1165,assert_allclose,1,1179,UNSUPPORTED Binary Operation,TODO
test\test_tensorexpr.py,1180,test_slice,1165,assert_allclose,2,1177,traced,TODO
test\test_tensorexpr.py,1199,test_unsqueeze,1184,assert_allclose,1,1197,np.expand_dims,TODO
test\test_tensorexpr.py,1199,test_unsqueeze,1184,assert_allclose,1,1198,UNSUPPORTED Binary Operation,TODO
test\test_tensorexpr.py,1199,test_unsqueeze,1184,assert_allclose,2,1196,traced,TODO
test\test_tensorexpr.py,1232,_test_softmax,1203,assert_allclose,1,1231,test,TODO
test\test_tensorexpr.py,1232,_test_softmax,1203,assert_allclose,2,1229,traced,TODO
test\test_tensorexpr.py,1288,test_transpose,1277,assert_allclose,1,1286,test,TODO
test\test_tensorexpr.py,1288,test_transpose,1277,assert_allclose,2,1287,test,TODO
test\test_tensorexpr.py,1303,test_sliced_stride,1292,assert_allclose,1,1301,test,TODO
test\test_tensorexpr.py,1303,test_sliced_stride,1292,assert_allclose,2,1302,test,TODO
test\test_tensorexpr.py,1319,test_dynamic_shape,1309,assert_allclose,1,1316,test,TODO
test\test_tensorexpr.py,1319,test_dynamic_shape,1309,assert_allclose,2,1318,test,TODO
test\test_tensorexpr.py,1319,test_dynamic_shape,1309,assert_allclose,2,1326,test,TODO
test\test_tensorexpr.py,1319,test_dynamic_shape,1309,assert_allclose,2,1336,test,TODO
test\test_tensorexpr.py,1328,test_dynamic_shape,1309,assert_allclose,1,1318,test,TODO
test\test_tensorexpr.py,1328,test_dynamic_shape,1309,assert_allclose,1,1326,test,TODO
test\test_tensorexpr.py,1328,test_dynamic_shape,1309,assert_allclose,1,1336,test,TODO
test\test_tensorexpr.py,1391,test_bitwise_ops,1364,assert_allclose,1,1388,warmup_and_run_forward,TODO
test\test_tensorexpr.py,1391,test_bitwise_ops,1364,assert_allclose,2,1390,fn,TODO
test\test_tensorexpr.py,1403,test_where,1393,assert_allclose,1,1400,warmup_and_run_forward,TODO
test\test_tensorexpr.py,1403,test_where,1393,assert_allclose,2,1402,run_where,TODO
test\test_tensorexpr.py,1414,test_multi_rand,1405,allclose,1,1412,warmup_and_run_forward,TODO
test\test_tensorexpr.py,1442,test_simple_add,1427,assert_allclose,1,1440,traced,TODO
test\test_tensorexpr.py,1442,test_simple_add,1427,assert_allclose,2,1441,np.full,TODO
test\test_tensorexpr_pybind.py,41,test_simple_sum,18,assert_allclose,2,39,torch.empty,TODO
test\test_tensorexpr_pybind.py,64,test_external_calls,43,assert_allclose,2,62,torch.empty,TODO
test\test_tensorexpr_pybind.py,90,test_kernel_with_tensor_inputs,67,assert_allclose,1,87,kernel.run,TODO
test\test_tensorexpr_pybind.py,90,test_kernel_with_tensor_inputs,67,assert_allclose,2,89,f,TODO
test\test_tensorexpr_pybind.py,91,test_kernel_with_tensor_inputs,67,assert_allclose,1,88,kernel.fallback,TODO
test\test_tensorexpr_pybind.py,91,test_kernel_with_tensor_inputs,67,assert_allclose,2,89,f,TODO
test\test_tensorexpr_pybind.py,116,test_kernel_with_scalar_inputs,94,assert_allclose,1,113,kernel.run,TODO
test\test_tensorexpr_pybind.py,116,test_kernel_with_scalar_inputs,94,assert_allclose,2,115,f,TODO
test\test_tensorexpr_pybind.py,117,test_kernel_with_scalar_inputs,94,assert_allclose,1,114,kernel.fallback,TODO
test\test_tensorexpr_pybind.py,117,test_kernel_with_scalar_inputs,94,assert_allclose,2,115,f,TODO
test\test_tensorexpr_pybind.py,155,test_kernel_shape_prop,120,assert_allclose,1,153,kernel.run,TODO
test\test_tensorexpr_pybind.py,155,test_kernel_shape_prop,120,assert_allclose,2,154,torch.mul,TODO
test\test_tensorexpr_pybind.py,228,test_kernel_with_t,210,assert_allclose,1,225,kernel.run,TODO
test\test_tensorexpr_pybind.py,228,test_kernel_with_t,210,assert_allclose,2,227,f,TODO
test\test_tensorexpr_pybind.py,229,test_kernel_with_t,210,assert_allclose,1,226,kernel.fallback,TODO
test\test_tensorexpr_pybind.py,229,test_kernel_with_t,210,assert_allclose,2,227,f,TODO
test\test_tensorexpr_pybind.py,252,test_kernel_with_transpose,232,assert_allclose,1,249,kernel.run,TODO
test\test_tensorexpr_pybind.py,252,test_kernel_with_transpose,232,assert_allclose,2,251,f,TODO
test\test_tensorexpr_pybind.py,253,test_kernel_with_transpose,232,assert_allclose,1,250,kernel.fallback,TODO
test\test_tensorexpr_pybind.py,253,test_kernel_with_transpose,232,assert_allclose,2,251,f,TODO
test\test_tensorexpr_pybind.py,278,test_kernel_with_permute,256,assert_allclose,1,275,kernel.run,TODO
test\test_tensorexpr_pybind.py,278,test_kernel_with_permute,256,assert_allclose,2,277,f,TODO
test\test_tensorexpr_pybind.py,279,test_kernel_with_permute,256,assert_allclose,1,276,kernel.fallback,TODO
test\test_tensorexpr_pybind.py,279,test_kernel_with_permute,256,assert_allclose,2,277,f,TODO
test\test_tensorexpr_pybind.py,304,test_kernel_with_expand,282,assert_allclose,1,301,kernel.run,TODO
test\test_tensorexpr_pybind.py,304,test_kernel_with_expand,282,assert_allclose,2,303,f,TODO
test\test_tensorexpr_pybind.py,305,test_kernel_with_expand,282,assert_allclose,1,302,kernel.fallback,TODO
test\test_tensorexpr_pybind.py,305,test_kernel_with_expand,282,assert_allclose,2,303,f,TODO
test\test_tensor_creation_ops.py,3198,test_random_neg_values,3192,assertLessEqual,1,3196,to,TODO
test\test_testing.py,243,_isclose_helper,238,isclose,1,240,torch.tensor,TODO
test\test_testing.py,243,_isclose_helper,238,isclose,2,241,torch.tensor,TODO
test\test_testing.py,441,test_isclose_atol_rtol_greater_than_zero,437,isclose,1,438,torch.tensor,TODO
test\test_testing.py,441,test_isclose_atol_rtol_greater_than_zero,437,isclose,2,438,torch.tensor,TODO
test\test_testing.py,443,test_isclose_atol_rtol_greater_than_zero,437,isclose,1,438,torch.tensor,TODO
test\test_testing.py,443,test_isclose_atol_rtol_greater_than_zero,437,isclose,2,438,torch.tensor,TODO
test\test_testing.py,445,test_isclose_atol_rtol_greater_than_zero,437,isclose,1,438,torch.tensor,TODO
test\test_testing.py,445,test_isclose_atol_rtol_greater_than_zero,437,isclose,2,438,torch.tensor,TODO
test\test_torch.py,1564,test_sobolengine_continuing,1558,assert_allclose,1,1563,engine.draw,TODO
test\test_torch.py,1576,test_sobolengine_reset,1569,assert_allclose,1,1575,engine.draw,TODO
test\test_torch.py,1576,test_sobolengine_reset,1569,assert_allclose,2,1570,self._sobol_reference_samples,TODO
test\test_torch.py,1586,test_sobolengine_fast_forward,1581,assert_allclose,1,1585,engine.draw,TODO
test\test_torch.py,1658,test_parsing_double,1655,isclose,1,1657,torch.randn,TODO
test\test_torch.py,1658,test_parsing_double,1655,isclose,2,1657,torch.randn,TODO
test\test_torch.py,1659,test_parsing_double,1655,isclose,1,1657,torch.randn,TODO
test\test_torch.py,1659,test_parsing_double,1655,isclose,2,1657,torch.randn,TODO
test\test_torch.py,1660,test_parsing_double,1655,isclose,1,1657,torch.randn,TODO
test\test_torch.py,1660,test_parsing_double,1655,isclose,2,1657,torch.randn,TODO
test\test_torch.py,1662,test_parsing_double,1655,isclose,1,1657,torch.randn,TODO
test\test_torch.py,1662,test_parsing_double,1655,isclose,2,1657,torch.randn,TODO
test\test_torch.py,1663,test_parsing_double,1655,isclose,1,1657,torch.randn,TODO
test\test_torch.py,1663,test_parsing_double,1655,isclose,2,1657,torch.randn,TODO
test\test_torch.py,1666,test_parsing_double,1655,isclose,1,1657,torch.randn,TODO
test\test_torch.py,1666,test_parsing_double,1655,isclose,2,1657,torch.randn,TODO
test\test_torch.py,2438,test_c10_layer_norm,2426,assert_allclose,1,2433,torch.nn.functional.layer_norm,TODO
test\test_xnnpack_integration.py,37,test_linear,26,assert_allclose,1,34,F.linear,TODO
test\test_xnnpack_integration.py,37,test_linear,26,assert_allclose,2,36,torch.ops.prepacked.linear_clamp_run,TODO
test\test_xnnpack_integration.py,52,test_linear_1d_input,42,assert_allclose,1,49,F.linear,TODO
test\test_xnnpack_integration.py,52,test_linear_1d_input,42,assert_allclose,2,51,torch.ops.prepacked.linear_clamp_run,TODO
test\test_xnnpack_integration.py,110,test_conv2d,70,assert_allclose,1,105,F.conv2d,TODO
test\test_xnnpack_integration.py,110,test_conv2d,70,assert_allclose,2,109,torch.ops.prepacked.conv2d_clamp_run,TODO
test\test_xnnpack_integration.py,177,test_conv2d_transpose,129,assert_allclose,1,170,F.conv_transpose2d,TODO
test\test_xnnpack_integration.py,177,test_conv2d_transpose,129,assert_allclose,2,176,torch.ops.prepacked.conv2d_transpose_clamp_run,TODO
test\test_xnnpack_integration.py,613,validate_transformed_module,576,assert_allclose,1,592,scripted_model,TODO
test\test_xnnpack_integration.py,613,validate_transformed_module,576,assert_allclose,2,612,deserialized_scripted_model,TODO
test\test_xnnpack_integration.py,968,validate_transform_conv1d_to_conv2d,937,assert_allclose,1,951,scripted_model,TODO
test\test_xnnpack_integration.py,968,validate_transform_conv1d_to_conv2d,937,assert_allclose,2,967,deserialized_scripted_model,TODO
test\test_xnnpack_integration.py,983,validate_transform_conv1d_to_conv2d,937,assert_allclose,1,951,scripted_model,TODO
test\test_xnnpack_integration.py,983,validate_transform_conv1d_to_conv2d,937,assert_allclose,2,982,deserialized_optimized_scripted_model,TODO
test\benchmark_utils\test_benchmark_utils.py,587,test_manipulate_callgrind_stats,579,assertLessEqual,1,587,UNSUPPORTED Name (named variable or defined function: len),TODO
test\custom_operator\test_custom_ops.py,21,test_calling_custom_op_string,19,assertLess,1,20,ops.custom.op2,TODO
test\custom_operator\test_custom_ops.py,21,test_calling_custom_op_string,19,assertLess,1,22,ops.custom.op2,TODO
test\distributed\algorithms\ddp_comm_hooks\test_ddp_hooks.py,119,test_ddp_comm_hook_allreduce_hook,106,assert_allclose,1,117,self._get_grads,TODO
test\distributed\algorithms\ddp_comm_hooks\test_ddp_hooks.py,119,test_ddp_comm_hook_allreduce_hook,106,assert_allclose,2,115,self._get_grads,TODO
test\distributed\algorithms\ddp_comm_hooks\test_ddp_hooks.py,136,test_ddp_comm_hook_fp16compress_hook,123,assert_allclose,1,134,self._get_grads,TODO
test\distributed\algorithms\ddp_comm_hooks\test_ddp_hooks.py,136,test_ddp_comm_hook_fp16compress_hook,123,assert_allclose,2,132,self._get_grads,TODO
test\distributed\algorithms\ddp_comm_hooks\test_ddp_hooks.py,153,test_ddp_comm_hook_quantize_per_tensor_hook,140,assert_allclose,1,151,self._get_grads,TODO
